Happy,Angry,Surprise,Sad,Fear,no_words,no_misspelled,readability,unique_words,class
0.16,0.03,0.04,0.13,0.64,1084,0.026752767527675275,43.12,395,0
0.11,0.02,0.11,0.21,0.55,616,0.04383116883116883,35.07,384,0
0,0,0,0,0,38,15.210526315789474,24.3,37,0
0.14,0.03,0.18,0.15,0.51,949,0.02845100105374078,30.0,489,0
0.0,0.0,0.0,1.0,0.0,1105,0.048868778280542986,93.21,829,0
0.04,0.04,0.16,0.2,0.57,314,0.07643312101910828,23.09,184,0
0.16,0.06,0.09,0.13,0.57,2064,0.015503875968992248,-74.01,1175,0
0.0,0.0,0.0,1.0,0.0,10,6.0,96.18,12,0
0.07,0.07,0.14,0.18,0.55,1040,0.026923076923076925,20.05,556,0
0.11,0.01,0.12,0.37,0.39,952,0.0703781512605042,54.97,409,0
0.0,0.0,0.0,0.67,0.33,438,0.0821917808219178,6.14,278,0
0.07,0.0,0.2,0.14,0.6,1842,0.019543973941368076,67.35,674,0
0.04,0.0,0.22,0.06,0.68,830,0.03734939759036145,32.57,434,0
0.06,0.06,0.24,0.18,0.45,959,0.03128258602711158,67.59,491,0
0.21,0.03,0.1,0.07,0.59,1449,1.1124913733609385,69.28,1081,0
0.13,0.13,0.19,0.07,0.48,976,0.05942622950819672,38.86,468,0
0.09,0.08,0.19,0.23,0.42,1182,0.028764805414551606,5.16,624,0
0.0,0.0,0.0,0.44,0.56,122,0.20491803278688525,12.6,114,0
0.04,0.0,0.09,0.09,0.78,264,0.08712121212121213,-73.85,136,0
0.09,0.05,0.34,0.13,0.39,2389,0.03390539974884889,-8.52,1243,0
0.11,0.03,0.08,0.19,0.58,359,0.06963788300835655,39.53,221,0
0.11,0.06,0.25,0.27,0.31,1518,0.019104084321475624,50.16,841,0
0,0,0,0,0,9,1.5555555555555556,63.36,10,0
0.15,0.01,0.11,0.1,0.64,938,0.02771855010660981,33.14,445,0
0.1,0.04,0.21,0.15,0.49,1045,0.02583732057416268,52.8,539,0
0.12,0.01,0.37,0.13,0.36,542,0.042435424354243544,54.32,314,0
0.06,0.0,0.25,0.19,0.5,265,0.0830188679245283,24.82,179,0
0.09,0.0,0.06,0.21,0.64,524,0.04961832061068702,2.41,292,0
0.14,0.06,0.13,0.16,0.51,1040,0.02980769230769231,9.08,435,0
0.07,0.07,0.23,0.47,0.17,2356,0.012733446519524618,9.52,950,0
0.0,0.0,0.5,0.0,0.5,32,0.59375,27.49,29,0
0.1,0.09,0.12,0.22,0.46,1396,0.02148997134670487,42.31,566,0
0.05,0.01,0.09,0.14,0.72,1174,0.03236797274275979,37.5,461,0
0.09,0.07,0.26,0.11,0.47,1138,0.028119507908611598,37.34,598,0
0.13,0.05,0.12,0.12,0.57,1755,0.018233618233618232,24.27,930,0
0.12,0.0,0.08,0.12,0.69,169,0.14792899408284024,40.35,126,0
0.0,0.0,0.33,0.0,0.67,64,0.671875,16.39,50,0
0.1,0.06,0.19,0.23,0.42,970,0.027835051546391754,40.99,543,0
0,0,0,0,0,596,0.10234899328859061,101.83,452,0
0.15,0.07,0.22,0.22,0.33,709,0.1156558533145275,48.91,457,0
0.0,0.0,0.25,0.25,0.5,53,0.3584905660377358,-41.55,42,0
0.2,0.07,0.07,0.07,0.59,272,0.23529411764705882,8.06,211,0
0.03,0.01,0.23,0.3,0.44,1698,0.016489988221436984,60.01,685,0
0.08,0.04,0.08,0.23,0.58,220,0.36363636363636365,-18.84,123,0
0.67,0.13,0.07,0.0,0.13,413,1.0435835351089588,-24.27,18,0
0.0,0.0,0.57,0.29,0.14,39,0.4358974358974359,78.96,31,0
0.07,0.08,0.16,0.19,0.51,2967,0.00977418267610381,57.71,1373,0
0.07,0.04,0.18,0.17,0.54,1689,0.017169923031379514,31.82,742,0
0.12,0.04,0.3,0.22,0.32,365,0.06575342465753424,24.85,276,0
0.2,0.02,0.16,0.11,0.51,681,0.06754772393538913,-29.78,438,0
0.08,0.08,0.24,0.16,0.45,1541,0.01881894873458793,-127.71,969,0
0.11,0.05,0.25,0.21,0.38,2364,0.01311336717428088,62.07,955,0
0.0,0.0,0.25,0.25,0.5,53,0.4716981132075472,-41.55,42,0
0.21,0.03,0.04,0.15,0.57,771,0.03761348897535668,41.9,383,0
0.13,0.03,0.2,0.15,0.49,1563,0.01727447216890595,49.21,657,0
0.1,0.02,0.15,0.19,0.54,755,0.03576158940397351,36.28,512,0
0.46,0.0,0.15,0.04,0.35,680,0.6235294117647059,-93.78,177,0
0,0,0,0,0,463,0.058315334773218146,23.83,294,0
0.12,0.08,0.12,0.12,0.56,470,0.05531914893617021,-64.9,91,0
0.17,0.01,0.04,0.14,0.62,363,0.07713498622589532,43.49,217,0
0.19,0.02,0.2,0.11,0.48,1908,0.01781970649895178,51.28,882,0
0.09,0.04,0.18,0.17,0.53,8822,0.00464747222851961,27.62,3167,0
0.06,0.03,0.16,0.23,0.52,2584,0.012770897832817337,9.76,1203,0
0.12,0.24,0.18,0.0,0.47,233,0.09012875536480687,56.76,143,0
0.14,0.0,0.14,0.0,0.71,90,0.24444444444444444,-39.05,82,0
0.25,0.0,0.38,0.08,0.29,234,0.36752136752136755,-30.79,101,0
0.0,0.0,0.25,0.25,0.5,53,0.33962264150943394,-41.55,42,0
0.15,0.08,0.11,0.21,0.45,1615,0.021671826625386997,-21.39,924,0
0.14,0.07,0.15,0.18,0.47,687,0.036390101892285295,20.28,349,0
0.1,0.04,0.24,0.18,0.44,9644,0.013479883865615928,51.01,3370,0
0.18,0.01,0.26,0.17,0.38,1322,0.019667170953101363,44.48,653,0
0.1,0.04,0.22,0.17,0.48,1638,0.017094017094017096,45.9,629,0
0.07,0.0,0.16,0.12,0.65,1778,0.014623172103487065,28.94,730,0
0.04,0.01,0.14,0.25,0.55,1148,0.023519163763066203,-64.79,442,0
0.04,0.02,0.08,0.12,0.73,1401,0.034261241970021415,-16.78,679,0
0.12,0.05,0.15,0.2,0.48,854,0.02927400468384075,33.68,422,0
0.0,0.25,0.11,0.07,0.57,1061,0.03298774740810556,12.87,523,0
0.05,0.02,0.05,0.35,0.53,927,0.02696871628910464,53.21,390,0
0.04,0.02,0.09,0.16,0.68,2026,0.018756169792694965,46.1,915,0
0.08,0.05,0.12,0.32,0.42,1285,0.021011673151750974,-247.55,541,0
0.0,0.0,0.15,0.1,0.75,283,0.08833922261484099,57.87,175,0
0.14,0.0,0.12,0.08,0.66,567,0.06701940035273368,56.86,332,0
0.09,0.05,0.13,0.11,0.62,5271,0.011193321950294061,43.77,2505,0
0.18,0.03,0.1,0.03,0.67,303,0.07590759075907591,39.63,173,0
0.03,0.06,0.15,0.12,0.64,1309,0.02826585179526356,34.19,673,0
0.07,0.08,0.18,0.18,0.5,861,0.032520325203252036,47.79,498,0
0.0,0.0,1.0,0.0,0.0,59,0.3898305084745763,-8.73,53,0
0.0,0.0,0.0,0.0,1.0,1296,1.2214506172839505,79.8,956,0
0.08,0.04,0.54,0.17,0.17,2361,0.022024565861922914,45.59,1359,0
0.0,0.04,0.32,0.16,0.48,2368,0.016469594594594593,-25.6,1119,0
0.02,0.17,0.14,0.07,0.59,554,0.04512635379061372,19.81,269,0
0.0,0.33,0.11,0.06,0.5,1083,0.03139427516158818,14.09,529,0
0.02,0.02,0.13,0.32,0.51,1110,0.024324324324324326,-29.93,621,0
0,0,0,0,0,1847,0.03410936654033568,101.6,1050,0
0.16,0.04,0.1,0.2,0.5,1730,0.017341040462427744,58.69,777,0
0.12,0.0,0.18,0.06,0.65,167,0.1377245508982036,33.1,98,0
0.14,0.02,0.1,0.12,0.62,3404,0.02497062279670975,29.01,1096,0
0.05,0.06,0.33,0.17,0.39,1543,0.019442644199611146,56.15,745,0
0.04,0.03,0.18,0.15,0.59,1000,0.233,37.27,546,0
0.07,0.0,0.45,0.24,0.24,296,0.09121621621621621,42.11,217,0
0.12,0.02,0.12,0.12,0.62,2477,0.010496568429551878,50.73,770,0
0.08,0.1,0.16,0.12,0.54,11501,0.00426049908703591,13.28,3791,0
0.12,0.05,0.19,0.15,0.5,2186,0.014181152790484904,32.36,798,0
0.04,0.05,0.12,0.37,0.42,710,0.03943661971830986,60.14,439,0
0.07,0.02,0.17,0.19,0.55,3357,0.009234435507893953,66.74,1209,0
0.06,0.05,0.18,0.15,0.56,2618,0.012223071046600458,28.77,1351,0
0.12,0.05,0.22,0.21,0.41,523,0.0497131931166348,19.37,372,0
0.12,0.02,0.13,0.18,0.55,5052,0.01049089469517023,45.76,2022,0
0.15,0.06,0.1,0.18,0.51,2302,0.013466550825369244,25.02,956,0
0.33,0.0,0.33,0.33,0.0,34,0.5588235294117647,56.11,25,0
0.09,0.14,0.15,0.29,0.33,1594,0.018820577164366373,30.7,892,0
0.09,0.03,0.18,0.24,0.46,1070,0.027102803738317756,63.7,561,0
0.12,0.05,0.23,0.27,0.34,1113,0.02605570530098832,48.64,684,0
0.1,0.02,0.08,0.13,0.67,2002,0.016983016983016984,2.59,922,0
0.07,0.04,0.08,0.13,0.68,894,0.03243847874720358,41.4,463,0
0.08,0.11,0.25,0.15,0.41,550,0.056363636363636366,44.75,301,0
0.13,0.05,0.27,0.22,0.34,4021,0.007212136284506341,60.55,1325,0
0.11,0.0,0.13,0.14,0.62,1416,0.1137005649717514,52.94,661,0
0.0,0.0,0.0,0.2,0.8,810,1.237037037037037,-83.11,181,0
0.13,0.05,0.23,0.18,0.4,1410,0.02056737588652482,3.91,955,0
0.07,0.04,0.12,0.06,0.71,3148,0.016200762388818297,39.23,1127,0
0.09,0.04,0.18,0.2,0.48,2560,0.0140625,43.97,1389,0
0.18,0.21,0.1,0.15,0.36,355,0.07042253521126761,47.99,207,0
0.19,0.02,0.39,0.14,0.26,1242,0.02254428341384863,76.32,624,0
0.11,0.05,0.23,0.22,0.39,1167,0.022279348757497857,22.65,488,0
0.0,0.0,0.25,0.25,0.5,53,0.39622641509433965,-41.55,42,0
0.07,0.09,0.13,0.17,0.54,703,0.06258890469416785,-171.5,170,0
0.08,0.11,0.2,0.26,0.35,2443,0.009823986901350798,50.73,1185,0
0.06,0.05,0.1,0.1,0.69,1406,0.022048364153627313,15.17,609,0
0.12,0.02,0.16,0.21,0.49,1010,0.0297029702970297,28.85,465,0
0.0,0.0,0.08,0.15,0.77,2161,0.012956964368347987,32.43,773,0
0.12,0.06,0.18,0.12,0.52,1699,0.024720423778693348,30.33,678,0
0.06,0.03,0.25,0.08,0.58,410,0.06097560975609756,19.67,280,0
0.06,0.0,0.09,0.12,0.72,707,0.03253182461103253,46.91,427,0
0.16,0.07,0.34,0.14,0.3,771,0.038910505836575876,69.82,431,0
0.15,0.01,0.04,0.24,0.56,1129,0.022143489813994686,47.83,523,0
0.24,0.11,0.22,0.09,0.35,387,0.3695090439276486,45.56,237,0
0.07,0.07,0.19,0.22,0.44,209,0.11483253588516747,-0.68,167,0
0.08,0.14,0.19,0.13,0.46,1492,0.01876675603217158,27.76,715,0
0.05,0.02,0.34,0.12,0.46,351,0.28205128205128205,-35.5,272,0
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,0
0.13,0.03,0.08,0.19,0.57,1393,0.028715003589375447,33.38,566,0
0.06,0.03,0.28,0.21,0.43,554,0.05415162454873646,34.56,376,0
0.06,0.08,0.09,0.13,0.65,844,0.045023696682464455,2.44,498,0
0.06,0.05,0.14,0.08,0.66,1117,0.02775290957923008,10.71,428,0
0.05,0.05,0.12,0.3,0.48,763,0.03407601572739188,-44.39,415,0
0.11,0.01,0.43,0.07,0.39,469,0.0511727078891258,39.26,299,0
0.08,0.02,0.1,0.16,0.65,581,0.04991394148020654,-64.02,351,0
0.16,0.0,0.11,0.29,0.44,528,0.10416666666666667,73.07,258,0
0.07,0.0,0.19,0.12,0.63,454,0.05286343612334802,45.35,276,0
0.08,0.0,0.18,0.15,0.6,1059,0.049102927289896126,14.97,492,0
0.05,0.04,0.2,0.18,0.53,7259,0.0035817605730816917,-56.53,1748,0
0.06,0.08,0.08,0.11,0.67,3086,0.020414776409591703,-29.33,1177,0
0.05,0.01,0.4,0.13,0.42,928,0.032327586206896554,31.58,490,0
0.2,0.01,0.17,0.09,0.53,1673,0.016736401673640166,52.97,625,0
0.08,0.02,0.24,0.08,0.59,704,0.045454545454545456,42.51,357,0
0.21,0.03,0.21,0.13,0.42,1417,0.022582921665490474,9.49,663,0
0.18,0.07,0.11,0.17,0.47,662,0.1268882175226586,63.9,355,0
0.02,0.05,0.16,0.24,0.53,1268,0.022082018927444796,35.88,650,0
0.05,0.02,0.1,0.1,0.72,1084,0.023985239852398525,38.25,569,0
0.28,0.02,0.35,0.13,0.22,347,0.2276657060518732,21.7,227,0
0.21,0.01,0.09,0.14,0.54,1683,0.016042780748663103,27.52,658,0
0.03,0.02,0.14,0.11,0.69,709,0.04231311706629055,23.53,398,0
0.05,0.03,0.11,0.2,0.61,1571,0.018459579885423297,6.44,514,0
0.0,0.11,0.44,0.11,0.33,68,0.29411764705882354,62.88,46,0
0,0,0,0,0,143,0.16083916083916083,13.78,80,0
0.0,0.5,0.0,0.0,0.5,25,0.68,63.02,23,0
0.15,0.03,0.15,0.18,0.5,1261,0.126883425852498,33.99,547,0
0.17,0.02,0.26,0.2,0.35,679,0.042709867452135494,37.5,418,0
0.08,0.02,0.06,0.58,0.26,1864,0.017703862660944206,36.49,979,0
0.17,0.07,0.28,0.17,0.31,979,0.03268641470888662,-29.84,654,0
0.0,0.0,0.25,0.25,0.5,53,0.3584905660377358,-41.55,42,0
0.28,0.04,0.13,0.13,0.41,1323,0.042328042328042326,29.96,756,0
0.11,0.08,0.25,0.23,0.33,1004,0.02888446215139442,-31.72,598,0
0.0,0.0,0.0,0.25,0.75,482,0.04564315352697095,96.48,99,0
0.1,0.05,0.24,0.28,0.33,2856,0.011204481792717087,30.4,1380,0
0.05,0.08,0.21,0.09,0.57,649,0.040061633281972264,-27.03,400,0
0.15,0.02,0.23,0.23,0.37,861,0.06736353077816493,35.1,363,0
0.17,0.0,0.0,0.5,0.33,60,0.36666666666666664,-18.72,53,0
0.1,0.02,0.16,0.14,0.58,2981,0.01744381080174438,33.75,1238,0
0.18,0.02,0.13,0.12,0.55,1374,0.022561863173216887,-0.57,597,0
0.12,0.24,0.16,0.09,0.38,2791,0.009673951988534575,45.12,940,0
0.06,0.03,0.18,0.24,0.49,1217,0.0238290879211175,56.15,773,0
0.06,0.03,0.18,0.42,0.3,477,0.05450733752620545,8.67,350,0
0.13,0.05,0.12,0.12,0.57,1755,0.018233618233618232,24.27,930,0
0.1,0.02,0.18,0.14,0.55,3310,0.00906344410876133,54.42,1176,0
0.05,0.04,0.12,0.22,0.56,1493,0.016744809109176157,27.08,714,0
0.18,0.04,0.3,0.17,0.32,1247,0.024057738572574178,-29.7,773,0
0.29,0.0,0.19,0.06,0.46,657,0.0395738203957382,40.28,354,0
0,0,0,0,0,508,1.2283464566929134,-122.39,401,0
0.0,0.0,0.0,0.5,0.5,612,1.0506535947712419,53.28,202,0
0,0,0,0,0,21,1.2380952380952381,-33.43,21,0
0.06,0.04,0.08,0.13,0.69,1956,0.017382413087934562,21.63,1031,0
0.06,0.06,0.17,0.18,0.53,1520,0.018421052631578946,-7.0,816,0
0.15,0.0,0.24,0.11,0.51,642,0.05451713395638629,13.69,250,0
0.02,0.08,0.25,0.21,0.45,502,0.049800796812749,32.49,286,0
0.13,0.02,0.2,0.18,0.47,582,0.0429553264604811,42.61,282,0
0.08,0.03,0.22,0.24,0.43,7218,0.005126073704627321,48.43,2778,0
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,0
0.05,0.04,0.15,0.25,0.51,2108,0.026565464895635674,27.45,956,0
0.12,0.12,0.22,0.29,0.25,416,0.10817307692307693,49.01,273,0
0.15,0.06,0.05,0.18,0.55,1055,0.023696682464454975,43.93,433,0
0.11,0.03,0.14,0.28,0.44,860,0.037209302325581395,10.88,589,0
0.14,0.07,0.12,0.16,0.51,4070,0.007371007371007371,52.15,1515,0
0.0,0.11,0.44,0.11,0.33,68,0.29411764705882354,62.88,46,0
0.0,0.0,0.25,0.25,0.5,54,0.37037037037037035,-34.1,43,0
0.24,0.05,0.18,0.13,0.4,2822,0.013819985825655563,17.72,1122,0
0.25,0.01,0.18,0.26,0.29,687,0.042212518195050945,6.07,475,0
0.11,0.03,0.03,0.07,0.76,519,0.07129094412331406,73.07,312,0
0.2,0.02,0.12,0.17,0.49,768,0.03515625,28.06,418,0
0.1,0.05,0.27,0.17,0.41,855,0.03274853801169591,33.28,549,0
0.11,0.09,0.23,0.15,0.42,978,0.12883435582822086,18.56,507,0
0.0,0.0,0.0,1.0,0.0,19,0.7368421052631579,91.98,18,0
0.1,0.04,0.23,0.15,0.48,4137,0.008460236886632826,31.04,1855,0
0.1,0.06,0.15,0.21,0.48,2153,0.014862981885740827,55.07,1055,0
0.11,0.04,0.16,0.13,0.56,1606,0.02054794520547945,49.28,793,0
0.15,0.02,0.13,0.12,0.58,771,0.0324254215304799,47.18,368,0
0.0,0.07,0.21,0.14,0.57,96,0.21875,69.48,83,0
0.19,0.02,0.4,0.14,0.24,1300,0.019230769230769232,27.5,624,0
0.1,0.13,0.08,0.1,0.59,711,0.03938115330520394,20.28,413,0
0.14,0.03,0.24,0.1,0.49,1607,0.11636589919103921,-14.1,813,0
0.15,0.02,0.15,0.12,0.57,1129,0.024800708591674048,18.59,504,0
0.03,0.0,0.12,0.16,0.7,753,0.03718459495351926,24.21,403,0
0.22,0.04,0.22,0.08,0.44,754,0.03580901856763926,65.22,426,0
0.11,0.05,0.17,0.18,0.5,570,0.04912280701754386,15.51,434,0
0.03,0.01,0.05,0.07,0.83,2062,0.02133850630455868,32.63,745,0
0.06,0.04,0.35,0.14,0.4,1151,0.026064291920069503,46.71,706,0
0.36,0.02,0.15,0.13,0.35,3899,0.00923313670171839,-15.12,2114,0
0.12,0.08,0.21,0.05,0.54,676,0.03994082840236687,48.23,353,0
0.03,0.03,0.18,0.18,0.59,578,0.04325259515570934,27.15,322,0
0.05,0.03,0.22,0.11,0.59,1265,0.023715415019762844,-0.64,640,0
0.03,0.0,0.1,0.32,0.55,2621,0.01411674933231591,-22.67,1616,0
0.08,0.0,0.22,0.22,0.49,696,0.034482758620689655,-161.67,390,0
0.18,0.06,0.12,0.18,0.47,127,0.16535433070866143,71.41,92,0
0.36,0.04,0.29,0.11,0.21,335,0.0626865671641791,84.47,186,0
0.07,0.03,0.2,0.13,0.58,690,0.03768115942028986,27.93,435,0
0.09,0.0,0.33,0.21,0.38,1001,0.028971028971028972,52.43,475,0
0.0,0.0,0.2,0.3,0.5,300,0.06666666666666667,55.4,174,0
0.11,0.05,0.12,0.16,0.55,2111,0.02036949313121743,-4.2,983,0
0.03,0.17,0.0,0.1,0.69,1228,0.029315960912052116,0.32,550,0
0.25,0.1,0.33,0.12,0.2,542,0.04797047970479705,-4.9,375,0
0.13,0.07,0.14,0.14,0.51,1659,0.016877637130801686,17.98,679,0
0.5,0.12,0.04,0.15,0.19,170,0.14705882352941177,63.7,124,0
0.32,0.11,0.21,0.11,0.26,319,0.1755485893416928,-117.59,200,0
0.1,0.13,0.08,0.09,0.59,736,0.03940217391304348,20.48,424,0
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,0
0.09,0.12,0.21,0.13,0.45,1509,0.023194168323392977,25.63,818,0
0.1,0.01,0.19,0.15,0.55,709,0.04090267983074753,24.88,492,0
0.06,0.02,0.26,0.17,0.5,1767,0.03169213355970572,6.51,779,0
0.07,0.03,0.11,0.17,0.62,2556,0.08215962441314555,46.27,1181,0
0.0,0.0,0.0,0.0,1.0,107,2.560747663551402,-8.71,30,0
0.27,0.05,0.13,0.22,0.33,610,0.040983606557377046,44.44,349,0
0.2,0.02,0.2,0.11,0.48,477,0.09853249475890985,15.78,318,0
0.06,0.1,0.13,0.15,0.57,42114,0.0007123521869212138,-52.65,15465,0
0.12,0.1,0.13,0.14,0.5,1902,0.016824395373291272,62.88,822,0
0.06,0.09,0.34,0.24,0.27,1267,0.01973164956590371,17.31,621,0
0.09,0.02,0.09,0.21,0.6,450,0.06222222222222222,39.47,279,0
0.5,0.0,0.0,0.0,0.5,221,1.502262443438914,-105.01,167,0
0.13,0.03,0.24,0.15,0.45,1519,0.019749835418038184,16.97,825,0
0.02,0.0,0.15,0.45,0.38,3543,0.010160880609652836,53.71,1977,0
0.06,0.14,0.16,0.14,0.51,1315,0.02053231939163498,27.79,649,0
0.12,0.03,0.32,0.14,0.39,882,0.02947845804988662,4.28,425,0
0.05,0.04,0.17,0.23,0.52,3008,0.01795212765957447,35.41,1236,0
0.1,0.03,0.18,0.1,0.58,1595,0.026959247648902823,13.62,753,0
0.13,0.05,0.18,0.23,0.41,2239,0.014292094685127288,43.16,1242,0
0.05,0.03,0.32,0.08,0.53,2397,0.016270337922403004,7.77,1022,0
0.1,0.01,0.28,0.07,0.53,1568,0.017857142857142856,36.73,591,0
0.06,0.04,0.29,0.1,0.51,473,0.0507399577167019,3.47,231,0
0.11,0.0,0.16,0.17,0.56,652,0.03987730061349693,18.39,376,0
0.24,0.05,0.36,0.13,0.21,1064,0.03289473684210526,56.25,339,0
0.08,0.04,0.2,0.2,0.48,2132,0.016885553470919325,-1.32,1076,0
0.06,0.06,0.2,0.11,0.57,2603,0.013061851709565886,24.07,1094,0
0.02,0.02,0.29,0.13,0.56,495,0.050505050505050504,39.57,264,0
0.0,0.14,0.14,0.57,0.14,74,0.6621621621621622,80.28,59,0
0.15,0.02,0.1,0.1,0.64,10110,0.004154302670623145,14.46,2187,0
0.0,0.33,0.0,0.0,0.67,84,0.2619047619047619,47.99,63,0
0.06,0.01,0.09,0.09,0.75,3442,0.010168506682161535,43.22,1513,0
0.0,0.09,0.0,0.09,0.82,100,0.19,37.64,54,0
0.21,0.01,0.16,0.15,0.47,860,0.03255813953488372,57.27,511,0
0.08,0.04,0.18,0.19,0.51,1166,0.023156089193825044,17.98,612,0
0.07,0.05,0.21,0.11,0.57,1003,0.02991026919242273,21.4,504,0
0.06,0.04,0.11,0.19,0.6,865,0.03121387283236994,28.06,488,0
0.0,0.0,0.0,0.0,1.0,908,1.2279735682819384,51.95,268,0
0.13,0.11,0.15,0.15,0.47,602,0.054817275747508304,27.22,400,0
0.1,0.0,0.14,0.12,0.63,1831,0.016384489350081924,19.94,823,0
0.1,0.06,0.28,0.18,0.39,2177,0.014699127239320165,21.84,1217,0
0.0,0.0,0.25,0.25,0.5,53,0.3584905660377358,-41.55,42,0
0.0,0.0,0.25,0.25,0.5,54,0.35185185185185186,-42.56,43,0
0.11,0.05,0.13,0.24,0.47,521,0.046065259117082535,21.23,304,0
0.19,0.03,0.08,0.17,0.53,2654,0.010173323285606632,37.81,884,0
0.07,0.0,0.31,0.18,0.44,471,0.06581740976645435,39.91,255,0
0.06,0.02,0.22,0.11,0.59,737,0.032564450474898234,-70.62,489,0
0.0,0.0,1.0,0.0,0.0,59,0.3898305084745763,-8.73,53,0
0.6,0.0,0.0,0.0,0.4,65,3.0923076923076924,58.92,25,0
0.08,0.08,0.06,0.16,0.62,456,0.05263157894736842,28.81,282,0
0.08,0.05,0.12,0.2,0.54,645,0.043410852713178294,21.53,249,0
0.17,0.08,0.0,0.08,0.67,741,1.630229419703104,62.14,436,0
0.15,0.05,0.17,0.25,0.38,430,0.11627906976744186,41.56,293,0
0.06,0.02,0.13,0.13,0.66,1219,0.019688269073010665,4.25,495,0
0.12,0.04,0.2,0.18,0.46,2129,0.013621418506341005,22.08,1210,0
0.13,0.0,0.2,0.16,0.51,193,0.13471502590673576,69.11,131,0
0.09,0.05,0.21,0.13,0.53,8502,0.0035285815102328866,63.9,2000,0
0.09,0.01,0.06,0.09,0.76,2737,0.010230179028132993,3.7,898,0
0.06,0.02,0.28,0.24,0.41,582,0.09278350515463918,52.6,279,0
0.08,0.05,0.22,0.17,0.49,1300,0.023846153846153847,-2.97,811,0
0.2,0.0,0.0,0.3,0.5,341,0.25806451612903225,-87.55,124,0
0.14,0.0,0.0,0.0,0.86,912,0.029605263157894735,38.72,379,0
0.0,0.0,0.44,0.0,0.56,163,0.15337423312883436,-75.37,105,0
0.23,0.04,0.1,0.19,0.45,1064,0.03665413533834586,25.46,676,0
0.17,0.03,0.24,0.21,0.34,1807,0.018815716657443277,26.75,774,0
0.02,0.06,0.13,0.11,0.68,800,0.03625,11.55,417,0
0.1,0.04,0.19,0.21,0.47,2786,0.011844938980617373,-14.14,954,0
0.11,0.02,0.28,0.12,0.47,2163,0.01571890892279242,49.75,907,0
0.17,0.04,0.17,0.21,0.42,4050,0.007654320987654321,51.99,1622,0
0,0,0,0,0,264,2.128787878787879,101.6,42,0
0.0,0.0,0.0,0.33,0.67,255,2.149019607843137,-15.14,38,0
0.06,0.02,0.06,0.13,0.73,2085,0.016786570743405275,26.91,783,0
0.15,0.02,0.19,0.14,0.5,1451,0.01791867677463818,64.51,447,0
0.12,0.0,0.38,0.12,0.38,161,0.14906832298136646,-3.52,135,0
0.08,0.01,0.14,0.09,0.68,635,0.11811023622047244,32.87,327,0
0.12,0.01,0.12,0.19,0.55,3830,0.03289817232375979,40.92,1295,0
0.11,0.06,0.14,0.17,0.52,918,0.05228758169934641,59.37,555,0
0.15,0.03,0.17,0.22,0.43,2098,0.012392755004766444,41.29,646,0
0.04,0.04,0.18,0.17,0.58,1101,0.02633969118982743,20.96,652,0
0.15,0.04,0.25,0.18,0.38,1432,0.020251396648044692,16.06,807,0
0.08,0.02,0.15,0.13,0.61,3140,0.00732484076433121,50.36,1432,0
0.03,0.03,0.32,0.27,0.35,511,0.0547945205479452,46.57,267,0
0.02,0.04,0.1,0.09,0.74,1049,0.03145853193517636,-70.74,587,0
0.13,0.03,0.24,0.18,0.41,1354,0.023633677991137372,-17.59,778,0
0.16,0.01,0.35,0.08,0.4,1259,0.025416997617156472,43.56,589,0
0.15,0.08,0.15,0.24,0.38,584,0.03767123287671233,4.38,208,0
0.11,0.03,0.1,0.1,0.66,3701,0.008916509051607674,50.67,1194,0
0.19,0.04,0.16,0.14,0.47,1532,0.0195822454308094,48.33,797,0
0.0,0.0,0.0,0.33,0.67,667,0.05247376311844078,11.45,382,0
0.07,0.02,0.11,0.17,0.63,662,0.04229607250755287,18.05,411,0
0.0,0.0,0.0,0.14,0.86,55,3.4,-9.92,47,0
0.14,0.04,0.22,0.18,0.42,1591,0.01571338780641106,48.47,929,0
0.0,0.0,0.25,0.25,0.5,53,0.3584905660377358,-41.55,42,0
0.09,0.07,0.19,0.24,0.42,3091,0.010029116790682626,28.67,1530,0
0.0,0.0,0.25,0.25,0.5,53,0.3584905660377358,-41.55,42,0
0.17,0.08,0.21,0.12,0.42,1113,0.027852650494159928,33.07,610,0
0.13,0.04,0.04,0.11,0.68,778,0.03598971722365039,42.51,361,0
0.13,0.01,0.22,0.16,0.48,1204,0.04235880398671096,41.09,533,0
0.0,1.0,0.0,0.0,0.0,1843,0.02984264785675529,59.6,1206,0
0.0,0.0,0.25,0.25,0.5,54,0.37037037037037035,-42.56,43,0
0.07,0.0,0.17,0.24,0.51,711,0.03656821378340366,36.63,409,0
0.09,0.09,0.12,0.21,0.49,1237,0.023443815683104285,42.11,695,0
0.0,0.22,0.0,0.0,0.78,78,0.2564102564102564,43.39,60,0
0.07,0.0,0.15,0.22,0.56,801,0.062421972534332085,23.57,415,0
0.0,0.0,0.2,0.2,0.6,531,0.20903954802259886,101.09,237,0
0.0,0.03,0.03,0.3,0.63,1976,0.01568825910931174,-67.84,785,0
0.16,0.06,0.26,0.17,0.36,1817,0.018161805173362685,46.74,968,0
0.13,0.03,0.06,0.24,0.53,912,0.02631578947368421,7.08,426,0
